name,latitude,longitude,address,station_id,categories,distance,popularity
Natural blend Restaurant - Malcolm X Boulevard,40.68822,-73.91966,"243 Malcolm X Blvd, Brooklyn, NY 11233",13097,Caribbean Restaurant,918,0.9759665935650554
Trad Room,40.68822,-73.91966,"266 Malcolm X Blvd, New York, NY 11233",13031,"Burger Joint, American Restaurant, Sushi Restaurant",949,0.9909374029901563
Coppelia,40.738046142482766,-73.99642959237099,"207 W 14th St (btwn 7th & 8th Ave), New York, NY 10011",13049,"Diner, Cuban Restaurant, Latin American Restaurant",305,0.9947166547587711
Breads Bakery,40.738046142482766,-73.99642959237099,"18 E 16th St (btwn Union Sq W & 5th Ave), New York, NY 10003",13002,"Bakery, Restaurant",420,0.9928200090249314
Gotham Coffee Roasters,40.738046142482766,-73.99642959237099,"23 W 19th St (btwn 5th & 6th Ave), New York, NY 10011",13035,"Coffee Shop, Restaurant",359,0.9960821456774339
Chama Mama,40.738046142482766,-73.99642959237099,"149 W 14th St (btwn 6th and 7th Ave), New York, NY 10011",13025,"Wine Bar, Caucasian Restaurant, Middle Eastern Restaurant",212,0.9921548903846877
Thai Villa,40.738046142482766,-73.99642959237099,"5 E 19th St (btwn 5th Ave & Broadway), New York, NY 10003",13352,Thai Restaurant,506,0.991875211521829
Xi'an Famous Foods,40.738046142482766,-73.99642959237099,"96 8th Ave (15th Street), New York, NY 10011",13031,"Burger Joint, Chinese Restaurant",522,0.9978048734629413
The Grey Dog,40.738046142482766,-73.99642959237099,"242 W 16th St (btwn 7th & 8th Ave), New York, NY 10011",13034,"Café, New American Restaurant, Sandwich Spot",458,0.9881735795134058
ABC Kitchen,40.738046142482766,-73.99642959237099,"35 E 18th St (btwn Broadway & Park Ave S), New York, NY 10003",13148,"French Restaurant, Mexican Restaurant, New American Restaurant",571,0.9889397585830858
Ole & Steen,40.738046142482766,-73.99642959237099,"873 Broadway (at E 18th St), New York, NY 10003",13002,"Bakery, Café, Sandwich Spot",518,0.9932642048659421
Semma,40.738046142482766,-73.99642959237099,"60 Greenwich Ave (at Perry), New York, NY 10011",13199,Indian Restaurant,418,0.9790922423194074
Hole In The Wall,40.70838,-74.00495,"15 Cliff St (btwn Fulton & John St), New York, NY 10038",13035,"Coffee Shop, American Restaurant",56,0.9835741548527808
Voyager Espresso,40.70838,-74.00495,"110 William St (btwn John & Fulton St), New York, NY 10038",13035,"Coffee Shop, Salad Restaurant, Sandwich Spot",183,0.9883898018275487
Kestè Wall Street,40.70838,-74.00495,"77 Fulton St (Ann St), New York, NY 10038",13064,"Pizzeria, Italian Restaurant",86,0.9936919490091377
South Street Seaport,40.70838,-74.00495,"19 Fulton St (Pier 17), New York, NY 10038",16018,Harbor or Marina,238,0.999614560222615
Black Fox Coffee,40.70838,-74.00495,"70 Pine St, New York, NY 10005",13034,"Café, Coffee Shop, Sandwich Spot",336,0.9893722032113714
Mezcali,40.70838,-74.00495,"83 Maiden Ln (Gold Street), New York, NY 10038",13009,"Cocktail Bar, Taco Restaurant, Tapas Restaurant",233,0.9900678750047005
Joe's Pizza FiDi,40.70838,-74.00495,"124 Fulton St (at Nassau St), New York, NY 10038",13064,Pizzeria,310,0.9994077388786523
Manhatta,40.70838,-74.00495,"28 Liberty St, New York, NY 10005",13314,New American Restaurant,361,0.9970927499717971
Fish Market,40.70838,-74.00495,"111 South St (btwn Peck Slip & Beekman St), New York, NY 10038",13338,Seafood Restaurant,303,0.9862369796563005
Fresh Salt,40.70838,-74.00495,"146 Beekman St (btwn Front St & South St), New York, NY 10038",13003,"Bar, American Restaurant, Italian Restaurant",243,0.9772049975557477
Father Knows Best,40.68906,-73.90506,"611A Wilson Ave, Brooklyn, NY 11207",13003,"Bar, Café, Restaurant",204,0.9890497791930783
Bushwick Taco Company,40.68906,-73.90506,"839 Knickerbocker Ave, Brooklyn, NY 11207",13303,Mexican Restaurant,348,0.978359920289202
Nowadays,40.68906,-73.90506,"5606 Cooper Ave (at Wyckoff Ave), Glendale, NY 11385",13007,"Beer Garden, Burger Joint, American Restaurant",543,0.9841326527470768
Irving Square Park,40.68906,-73.90506,"Knickerbocker Ave (Halsey St), Brooklyn, NY 11207",16037,Playground,537,0.9946475601085509
Fazio's,40.68906,-73.90506,"709 Knickerbocker Ave, Brooklyn, NY 11221",13064,"Pizzeria, Italian Restaurant",739,0.9729824455993832
Evil Twin Brewing NYC,40.68906,-73.90506,"1616 George St (Wyckoff Ave.), Ridgewood, NY 11385",13003,"Bar, Brewery, Restaurant",799,0.9635980764612798
Salud Bar & Grill,40.68906,-73.90506,"1413 Bushwick Ave (Moffat), Brooklyn, NY 11207",13006,"Beer Bar, South American Restaurant",620,0.9871020718799131
Halsey Ale House,40.68906,-73.90506,"1204 Halsey St, Brooklyn, NY 11207",13006,"Beer Bar, Cocktail Bar, American Restaurant",446,0.9781245931845265
Angela's Bakery,40.68906,-73.90506,"717 Knickerbocker Ave, Brooklyn, NY 11221",13002,"Bakery, Latin American Restaurant",703,0.9746247283724377
Brooklyn Barista,40.68906,-73.90506,"880 Wyckoff Ave (Hancock St), New York, NY 11237",13035,"Coffee Shop, American Restaurant, Sandwich Spot",913,0.9807215117388814
Salud Bar & Grill,40.68281,-73.90623,"1413 Bushwick Ave (Moffat), Brooklyn, NY 11207",13006,"Beer Bar, South American Restaurant",323,0.9871020718799131
Father Knows Best,40.68281,-73.90623,"611A Wilson Ave, Brooklyn, NY 11207",13003,"Bar, Café, Restaurant",821,0.9890497791930783
Little Skips East,40.68281,-73.90623,"1643 Broadway (Covert), Brooklyn, NY 11207",13034,"Café, American Restaurant, Sandwich Spot",675,0.9966152952604119
Halsey Ale House,40.68281,-73.90623,"1204 Halsey St, Brooklyn, NY 11207",13006,"Beer Bar, Cocktail Bar, American Restaurant",982,0.9781245931845265
Tandoori Masala,40.68281,-73.90623,"1695 Broadway, Brooklyn, NY 11207",13199,Indian Restaurant,494,0.9261223100109152
Marion Park,40.68281,-73.90623,"Brooklyn, NY 11233",16037,Playground,584,0.9953685623015992
Money Cat,40.68281,-73.90623,"554 Wilson Ave (Eldert St), Brooklyn, NY 11207",13379,Vietnamese Restaurant,925,0.981749631988464
Golden Krust,40.68281,-73.90623,"1848 E New York Ave, Brooklyn, NY 11207",13097,"Caribbean Restaurant, Food and Beverage Service",844,0.9859354502758835
Popeye's Louisiana Kitchen,40.68281,-73.90623,"1560 Broadway (Hancock & Weirfield), Brooklyn, NY 11221",13145,Fast Food Restaurant,900,0.9963999959944323
Boyland Park,40.68281,-73.90623,"16 Furman Ave, New York, NY 11207",16032,Park,263,0.9963499263976928
TAO Uptown,40.761573,-73.972628,"42 E 58th St (btwn Madison & Park Ave), New York, NY 10022",13072,"Asian Restaurant, Bar, Sushi Restaurant",156,0.9873650960779152
Nobu Fifty Seven,40.761573,-73.972628,"40 W 57th St (btwn 5th & 6th Ave), New York, NY 10019",13276,Sushi Restaurant,405,0.9942583574624901
Empellon,40.761573,-73.972628,"510 Madison Ave (at 53rd St.), New York, NY 10022",13009,"Cocktail Bar, Dessert Shop, Mexican Restaurant",240,0.9927706539314858
The Grill,40.761573,-73.972628,"99 E 52nd St (at Park Ave), New York, NY 10022",13314,"New American Restaurant, Steakhouse",406,0.9909374647463618
Central Park - Wien Walk,40.761573,-73.972628,"5TH Ave, New York, NY 10065",16032,Park,555,0.9988389801827549
Quality Meats,40.761573,-73.972628,"57 W 58th St (at 6th Ave), New York, NY 10019",13068,"American Restaurant, Steakhouse",483,0.9890478697401572
Pj Clarkes Group 3rd A,40.761573,-73.972628,"915 3rd Ave (at E 55th St), New York, NY 10022",13018,"Pub, Burger Joint, New American Restaurant",457,0.9952948144248487
Duke Eatery,40.761573,-73.972628,"300 Park Ave (49th Street), New York, NY 10022",13068,"American Restaurant, Korean Restaurant",570,0.9911254841499643
Harry Cipriani,40.761573,-73.972628,"781 5th Ave (btwn E 59th & E 60th St), New York, NY 10022",13236,Italian Restaurant,322,0.9966532546158764
Quality Italian,40.761573,-73.972628,"57 W 57th St (at 6th Ave), New York, NY 10019",13236,"Italian Restaurant, Steakhouse",481,0.9983853833715639
Ost Cafe,40.714211,-73.981095,"511 Grand St, New York, NY 10002",13034,"Café, Coffee Shop, Restaurant",104,0.9875507652389727
Eastwood,40.714211,-73.981095,"221 E Broadway (at Clinton St.), New York, NY 10002",13009,"Cocktail Bar, American Restaurant, Mediterranean Restaurant",510,0.9921149362614222
The Dancer,40.714211,-73.981095,"202 Clinton St, New York, NY 10002",13009,"Cocktail Bar, Restaurant",509,0.9923899146391908
Ernesto's,40.714211,-73.981095,"259 E Broadway, New York, NY 10002",13345,Spanish Restaurant,366,0.9941243936374233
Doughnut Plant,40.714211,-73.981095,"379 Grand St (at Norfolk St), New York, NY 10002",13001,"Bagel Shop, Bakery, American Restaurant",671,0.9944722295340879
Hawa Smoothies,40.714211,-73.981095,"181 E Broadway (btwn Jefferson & Rutgers St), New York, NY 10002",13065,Restaurant,698,0.990488568420261
Basketball City,40.714211,-73.981095,"299 South St (at Montgomery St), New York, NY 10002",10000,"Arts and Entertainment, Restaurant",584,0.9870102094536156
Little Canal,40.714211,-73.981095,"26 Canal St (at Essex St), New York, NY 10002",13025,"Wine Bar, Coffee Shop, Restaurant",780,0.996775467228218
Metrograph,40.714211,-73.981095,"7 Ludlow St (at Canal St), New York, NY 10002",13068,"American Restaurant, Vegan and Vegetarian Restaurant, Restaurant",841,0.9883075433384725
Davelle,40.714211,-73.981095,"102 Suffolk St (btwn Delancey & Rivington St), New York, NY 10002",13003,"Bar, Café, Japanese Restaurant",659,0.9811745572143045
Salud Bar & Grill,40.6786,-73.90369,"1413 Bushwick Ave (Moffat), Brooklyn, NY 11207",13006,"Beer Bar, South American Restaurant",811,0.9871020718799131
Golden Krust,40.6786,-73.90369,"1848 E New York Ave, Brooklyn, NY 11207",13097,"Caribbean Restaurant, Food and Beverage Service",350,0.9859354502758835
Marion Park,40.6786,-73.90369,"Brooklyn, NY 11233",16037,Playground,902,0.9953685623015992
Tandoori Masala,40.6786,-73.90369,"1695 Broadway, Brooklyn, NY 11207",13199,Indian Restaurant,913,0.9261223100109152
Callahan Kelly Playground,40.6786,-73.90369,"Brooklyn, NY 11233",16037,Playground,51,0.9213256426432741
Paragon Auto Shop,40.6786,-73.90369,"Brooklyn, NY 11207",16000,Landmarks and Outdoors,181,0.19308839286608387
Magic Soul Food,40.6786,-73.90369,"2258 Atlantic Ave, Brooklyn, NY 11233",13344,Southern Food Restaurant,634,0.9936411612140876
Boyland Park,40.6786,-73.90369,"16 Furman Ave, New York, NY 11207",16032,Park,541,0.9963499263976928
Wah-Sing Restaurant,40.6786,-73.90369,"143 Rockaway Ave, Brooklyn, NY 11233",13099,Chinese Restaurant,606,0.9906069436516758
Hardee,40.6786,-73.90369,"126 Hull St, Brooklyn, NY 11233",13031,"Burger Joint, Chinese Restaurant, Seafood Restaurant",616,0.9918987392475541
Salud Bar & Grill,40.68139,-73.90756,"1413 Bushwick Ave (Moffat), Brooklyn, NY 11207",13006,"Beer Bar, South American Restaurant",378,0.9871020718799131
Father Knows Best,40.68139,-73.90756,"611A Wilson Ave, Brooklyn, NY 11207",13003,"Bar, Café, Restaurant",977,0.9890497791930783
Little Skips East,40.68139,-73.90756,"1643 Broadway (Covert), Brooklyn, NY 11207",13034,"Café, American Restaurant, Sandwich Spot",652,0.9966152952604119
Marion Park,40.68139,-73.90756,"Brooklyn, NY 11233",16037,Playground,484,0.9953685623015992
Tandoori Masala,40.68139,-73.90756,"1695 Broadway, Brooklyn, NY 11207",13199,Indian Restaurant,464,0.9261223100109152
Golden Krust,40.68139,-73.90756,"1848 E New York Ave, Brooklyn, NY 11207",13097,"Caribbean Restaurant, Food and Beverage Service",800,0.9859354502758835
Boyland Park,40.68139,-73.90756,"16 Furman Ave, New York, NY 11207",16032,Park,109,0.9963499263976928
The Country Kitchen,40.68139,-73.90756,"1991 Atlantic Ave (at Saratoga St), Brooklyn, NY 11233",13031,"Burger Joint, American Restaurant, Southern Food Restaurant",923,0.9677101170627171
Magic Soul Food,40.68139,-73.90756,"2258 Atlantic Ave, Brooklyn, NY 11233",13344,Southern Food Restaurant,617,0.9936411612140876
Krazy Pizza & Wings,40.68139,-73.90756,"1784 Broadway (marion), Brooklyn, NY 11207",13064,Pizzeria,204,0.9476372157298645
Salud Bar & Grill,40.68319988172761,-73.91166642308235,"1413 Bushwick Ave (Moffat), Brooklyn, NY 11207",13006,"Beer Bar, South American Restaurant",244,0.9871020718799131
Lady Moo Moo Ice Cream,40.68319988172761,-73.91166642308235,"365 Chauncey St (btwn Howard & Ralph Ave.), Brooklyn, NY 11233",13046,"Ice Cream Parlor, American Restaurant, French Restaurant",738,0.9866214037512142
Saratoga Park,40.68319988172761,-73.91166642308235,"Halsey St (Saratoga Ave), Brooklyn, NY 11233",16032,Park,649,0.9979621674127036
Cuts & Slices,40.68319988172761,-73.91166642308235,"93 Howard Ave, Brooklyn, NY 11233",13064,Pizzeria,764,0.9787504631437698
Little Skips East,40.68319988172761,-73.91166642308235,"1643 Broadway (Covert), Brooklyn, NY 11207",13034,"Café, American Restaurant, Sandwich Spot",258,0.9966152952604119
Tandoori Masala,40.68319988172761,-73.91166642308235,"1695 Broadway, Brooklyn, NY 11207",13199,Indian Restaurant,88,0.9261223100109152
Father Knows Best,40.68319988172761,-73.91166642308235,"611A Wilson Ave, Brooklyn, NY 11207",13003,"Bar, Café, Restaurant",869,0.9890497791930783
Marion Park,40.68319988172761,-73.91166642308235,"Brooklyn, NY 11233",16037,Playground,152,0.9953685623015992
Sonora,40.68319988172761,-73.91166642308235,"174 Howard Ave (Bainbridge), Brooklyn, NY 11233",13003,"Bar, American Restaurant, Mexican Restaurant",700,0.9846736964380489
Halsey Ale House,40.68319988172761,-73.91166642308235,"1204 Halsey St, Brooklyn, NY 11207",13006,"Beer Bar, Cocktail Bar, American Restaurant",920,0.9781245931845265
Hunter's Point South Park,40.74336608027021,-73.95960688591003,"Center Blvd (at Borden Ave), Queens, NY 11101",16037,Playground,140,0.9994396862242856
Hunter's Point South Dog Run,40.74336608027021,-73.95960688591003,"51ST Ave (at 51st Ave), Long Island City, NY 11109",16033,Dog Park,39,0.991465990185273
American Brass,40.74336608027021,-73.95960688591003,"201 50th Ave, Long Island City, NY 11101",13009,"Cocktail Bar, American Restaurant",137,0.9880302200001232
Gantry Plaza State Park,40.74336608027021,-73.95960688591003,"474 48th Ave (btwn 46th & 48th Ave), Queens, NY 11109",16038,State or Provincial Park,378,0.999384236453202
Takumen,40.74336608027021,-73.95960688591003,"550 50th Ave (50th Ave and Vernon Blvd), Long Island City, NY 11101",13032,"Cafe, Coffee, and Tea House, Ramen Restaurant, Sushi Restaurant",431,0.9878085574075328
Casa Enrique,40.74336608027021,-73.95960688591003,"548 49th Ave (at Vernon Blvd), Long Island City, NY 11101",13303,Mexican Restaurant,443,0.9720397268624276
Pepsi Cola Sign,40.74336608027021,-73.95960688591003,"4610 Center Blvd (at Center Blvd), Queens, NY 11109",16026,Monument,493,0.9965991990373406
51st Bakery & Cafe,40.74336608027021,-73.95960688591003,"533 51st Ave (btwn 5th St & Vernon Blvd), Long Island City, NY 11101",13002,"Bakery, Café, Restaurant",376,0.9773473144961178
Sweetleaf,40.74336608027021,-73.95960688591003,"4615 Center Blvd (at 46th Ave), Long Island City, NY 11109",13034,"Café, Coffee Shop, Restaurant",469,0.9829381376647846
Tournesol,40.74336608027021,-73.95960688591003,"5012 Vernon Blvd (at 50th Ave.), Long Island City, NY 11101",13148,French Restaurant,454,0.9913428443005006
Evil Twin Brewing NYC,40.69517,-73.90311,"1616 George St (Wyckoff Ave.), Ridgewood, NY 11385",13003,"Bar, Brewery, Restaurant",150,0.9635980764612798
Nowadays,40.69517,-73.90311,"5606 Cooper Ave (at Wyckoff Ave), Glendale, NY 11385",13007,"Beer Garden, Burger Joint, American Restaurant",291,0.9841326527470768
Bushwick Taco Company,40.69517,-73.90311,"839 Knickerbocker Ave, Brooklyn, NY 11207",13303,Mexican Restaurant,422,0.978359920289202
Brooklyn Barista,40.69517,-73.90311,"880 Wyckoff Ave (Hancock St), New York, NY 11237",13035,"Coffee Shop, American Restaurant, Sandwich Spot",385,0.9807215117388814
Irving Square Park,40.69517,-73.90311,"Knickerbocker Ave (Halsey St), Brooklyn, NY 11207",16037,Playground,567,0.9946475601085509
Fazio's,40.69517,-73.90311,"709 Knickerbocker Ave, Brooklyn, NY 11221",13064,"Pizzeria, Italian Restaurant",622,0.9729824455993832
Father Knows Best,40.69517,-73.90311,"611A Wilson Ave, Brooklyn, NY 11207",13003,"Bar, Café, Restaurant",643,0.9890497791930783
Irving Gourmet Deli,40.69517,-73.90311,"350 Irving Ave, Brooklyn, NY 11237",13039,"Deli, Sandwich Spot",849,0.9783248715714844
Craft Culture,40.69517,-73.90311,"5904 Myrtle Ave, New York, NY 11385",13006,"Beer Bar, Gastropub, American Restaurant",652,0.9754939689302933
Milk & Pull,40.69517,-73.90311,"778 Seneca Ave (at Madison St), Ridgewood, NY 11385",13001,"Bagel Shop, Coffee Shop, Sandwich Spot",798,0.9763128890640297
Craft Culture,40.69922,-73.89795,"5904 Myrtle Ave, New York, NY 11385",13006,"Beer Bar, Gastropub, American Restaurant",195,0.9754939689302933
Evil Twin Brewing NYC,40.69922,-73.89795,"1616 George St (Wyckoff Ave.), Ridgewood, NY 11385",13003,"Bar, Brewery, Restaurant",624,0.9635980764612798
Nowadays,40.69922,-73.89795,"5606 Cooper Ave (at Wyckoff Ave), Glendale, NY 11385",13007,"Beer Garden, Burger Joint, American Restaurant",745,0.9841326527470768
Milk & Pull,40.69922,-73.89795,"778 Seneca Ave (at Madison St), Ridgewood, NY 11385",13001,"Bagel Shop, Coffee Shop, Sandwich Spot",758,0.9763128890640297
Pizzeria Panina,40.69922,-73.89795,"6838 Forest Ave, Ridgewood, NY 11385",13064,Pizzeria,453,0.9322512914924665
While in Kathmandu,40.69922,-73.89795,"758 Seneca Ave (btwn Woodbine & Madison St), Ridgewood, NY 11385",13003,"Bar, Café, Himalayan Restaurant",803,0.9688379338583453
Cachapas y Mas,40.69922,-73.89795,"678 Seneca Ave, Ridgewood, NY 11385",13068,"American Restaurant, Sandwich Spot, Venezuelan Restaurant",963,0.9916938100721019
Brooklyn Barista,40.69922,-73.89795,"880 Wyckoff Ave (Hancock St), New York, NY 11237",13035,"Coffee Shop, American Restaurant, Sandwich Spot",783,0.9807215117388814
Rosemary's Playground,40.69922,-73.89795,"7 Woodward Ave (Woodbine st.), Ridgewood, NY 11385",16037,Playground,776,0.9777783250928213
Delight Diner,40.69922,-73.89795,"6691 Fresh Pond Rd, Ridgewood, NY 11385",13049,Diner,784,0.9473859207309939
Paloma's Mexican Cuisine,40.70461,-73.91054,"435 Menahan St (Cypress Avenue), New York, NY 11237",13303,Mexican Restaurant,169,0.9622174823003975
Cachapas y Mas,40.70461,-73.91054,"678 Seneca Ave, Ridgewood, NY 11385",13068,"American Restaurant, Sandwich Spot, Venezuelan Restaurant",261,0.9916938100721019
Mama Yoshi Mini Mart,40.70461,-73.91054,"1711 Grove St (Cypress Avenue), Flushing, NY 11385",13072,Asian Restaurant,168,0.982057644588662
Ops,40.70461,-73.91054,"346 Himrod St (Wyckoff Ave), Brooklyn, NY 11237",13025,"Wine Bar, Pizzeria",602,0.9691170727310963
Sally Roots,40.70461,-73.91054,"195 Wyckoff Ave (Harman Street), Brooklyn, NY 11237",13097,"Caribbean Restaurant, Cocktail Bar",545,0.9839927499223922
Milk & Pull,40.70461,-73.91054,"778 Seneca Ave (at Madison St), Ridgewood, NY 11385",13001,"Bagel Shop, Coffee Shop, Sandwich Spot",469,0.9763128890640297
Taqueria Al Pastor,40.70461,-73.91054,"128 Wyckoff Ave, Brooklyn, NY 11237",13306,Taco Restaurant,650,0.9984328216220547
While in Kathmandu,40.70461,-73.91054,"758 Seneca Ave (btwn Woodbine & Madison St), Ridgewood, NY 11385",13003,"Bar, Café, Himalayan Restaurant",425,0.9688379338583453
Cypress Inn,40.70461,-73.91054,"1702 Stanhope St (at Cypress Ave), Ridgewood, NY 11385",13034,"Café, Sandwich Spot",428,0.982316250946684
Catania Bakery,40.70461,-73.91054,"487 Harman St (at Cypress Ave), Brooklyn, NY 11237",13002,"Bakery, Restaurant",310,0.985419733429467
Cachapas y Mas,40.70157340873792,-73.90876293182373,"678 Seneca Ave, Ridgewood, NY 11385",13068,"American Restaurant, Sandwich Spot, Venezuelan Restaurant",173,0.9916938100721019
Milk & Pull,40.70157340873792,-73.90876293182373,"778 Seneca Ave (at Madison St), Ridgewood, NY 11385",13001,"Bagel Shop, Coffee Shop, Sandwich Spot",220,0.9763128890640297
While in Kathmandu,40.70157340873792,-73.90876293182373,"758 Seneca Ave (btwn Woodbine & Madison St), Ridgewood, NY 11385",13003,"Bar, Café, Himalayan Restaurant",185,0.9688379338583453
Paloma's Mexican Cuisine,40.70157340873792,-73.90876293182373,"435 Menahan St (Cypress Avenue), New York, NY 11237",13303,Mexican Restaurant,333,0.9622174823003975
Irving Gourmet Deli,40.70157340873792,-73.90876293182373,"350 Irving Ave, Brooklyn, NY 11237",13039,"Deli, Sandwich Spot",534,0.9783248715714844
Mama Yoshi Mini Mart,40.70157340873792,-73.90876293182373,"1711 Grove St (Cypress Avenue), Flushing, NY 11385",13072,Asian Restaurant,256,0.982057644588662
Ops,40.70157340873792,-73.90876293182373,"346 Himrod St (Wyckoff Ave), Brooklyn, NY 11237",13025,"Wine Bar, Pizzeria",720,0.9691170727310963
Mixtape Bushwick,40.70157340873792,-73.90876293182373,"1533 Myrtle Ave (Linden St.), Brooklyn, NY 11237",13001,"Bagel Shop, Coffee Shop, Sandwich Spot",509,0.9788706301759446
Sally Roots,40.70157340873792,-73.90876293182373,"195 Wyckoff Ave (Harman Street), Brooklyn, NY 11237",13097,"Caribbean Restaurant, Cocktail Bar",660,0.9839927499223922
Taqueria Al Pastor,40.70157340873792,-73.90876293182373,"128 Wyckoff Ave, Brooklyn, NY 11237",13306,Taco Restaurant,807,0.9984328216220547
Beija Flor,40.75473,-73.93367,"3802 29th St (38th Avenue), Long Island City, NY 11101",13079,Brazilian Restaurant,21,0.9692751017492873
John Brown Smokehouse,40.75473,-73.93367,"2720 40th Ave, Queens, NY 11101",13026,BBQ Joint,343,0.9863061776133096
Suzuki Shokudo,40.75473,-73.93367,"3801 31st St (38th Ave), Long Island City, NY 11101",13272,"Ramen Restaurant, Sushi Restaurant",180,0.9862630765536393
Astoria Seafood,40.75473,-73.93367,"3710 33rd St (at 37th Ave), Long Island City, NY 11101",13302,"Mediterranean Restaurant, Seafood Restaurant, Meat and Seafood Store",346,0.9854687855968574
Sami's Kabab House,40.75473,-73.93367,"3557 Crescent St (36th Ave), Queens, NY 11106",13066,"Afghan Restaurant, Middle Eastern Restaurant",411,0.9840895516874065
Boishakhi Restaurant,40.75473,-73.93367,"2914 36th Ave (30th Street), Astoria, NY 11106",13072,"Asian Restaurant, Bangladeshi Restaurant, Indian Restaurant",348,0.9853887407717553
Copacabana,40.75473,-73.93367,"3113 36th Ave (btwn 31st & 32nd St.), Astoria, NY 11106",13026,"BBQ Joint, Pizzeria, Brazilian Restaurant",420,0.9879070741153507
Brooklyn Boulders Queensbridge,40.75473,-73.93367,"2310 41st Ave, Long Island City, NY 11101",16044,Rock Climbing Spot,581,0.9928944824486328
Psari Seafood Restaurant & Bar,40.75473,-73.93367,"3210 36th Ave (32nd Street), Astoria, NY 11106",13177,"Greek Restaurant, Seafood Restaurant",444,0.9321897185500804
Little Flower Cafe,40.75473,-73.93367,"2535 36th Ave, Astoria, NY 11106",13034,"Café, Sandwich Spot",364,0.9900067114507201
Bernie's,40.72084,-73.94844,"332 Driggs Ave (at Lorimer St), Brooklyn, NY 11222",13006,"Beer Bar, Wine Bar, American Restaurant",212,0.9801323840137791
McCarren Park,40.72084,-73.94844,"776 Lorimer St (at Driggs Ave), Brooklyn, NY 11222",16037,Playground,359,0.9998497912097816
Forma Pasta Factory,40.72084,-73.94844,"14 Bedford Ave (at Lorimer St), New York, NY 11222",13236,Italian Restaurant,408,0.9802775858443236
Nami Nori,40.72084,-73.94844,"236 N 12th St, Brooklyn, NY 11211",13276,Sushi Restaurant,414,0.9730024734380789
Anthony & Son Panini Shoppe,40.72084,-73.94844,"433 Graham Ave (btw Withers and Frost), Brooklyn, NY 11211",13039,"Deli, Italian Restaurant, Sandwich Spot",420,0.9764021990566888
Five Leaves,40.72084,-73.94844,"18 Bedford Ave (at Lorimer St), Brooklyn, NY 11222",13314,New American Restaurant,408,0.984102903035219
Four Five Six,40.72084,-73.94844,"199 Richardson St, Brooklyn, NY 11222",13003,"Bar, Mediterranean Restaurant",472,0.9763070668228838
Bonnie’s,40.72084,-73.94844,"398 Manhattan Ave (at Frost St), Brooklyn, NY 11211",13102,Cantonese Restaurant,377,0.9751454521785281
Lilia,40.72084,-73.94844,"567 Union Ave (at Frost St), Brooklyn, NY 11211",13236,Italian Restaurant,486,0.9740539349696078
Spritzenhaus,40.72084,-73.94844,"33 Nassau Ave (at Guernsey St), Brooklyn, NY 11222",13006,"Beer Bar, Beer Garden, German Restaurant",450,0.9856350326954467
One Stop Beer Shop,40.72226,-73.93889,"134 Kingsland Ave (at Beadel St), Brooklyn, NY 11222",13006,"Beer Bar, Dive Bar, BBQ Joint",215,0.9490141296401999
Little Dokebi,40.72226,-73.93889,"85 Driggs Ave (Monitor), Brooklyn, NY 11222",13289,Korean Restaurant,308,0.9474119025445369
The Drift,40.72226,-73.93889,"579 Meeker Ave, Brooklyn, NY 11222",13010,"Dive Bar, New American Restaurant",309,0.968110673836633
Four Five Six,40.72226,-73.93889,"199 Richardson St, Brooklyn, NY 11222",13003,"Bar, Mediterranean Restaurant",506,0.9763070668228838
Crema BK,40.72226,-73.93889,"182 Driggs Ave (btwn Newel St & Diamond St), Brooklyn, NY 11222",13034,"Café, Coffee Shop, Restaurant",581,0.9324961696758495
Ringolevio,40.72226,-73.93889,"490 Humboldt St (at Richardson St), Brooklyn, NY 11222",13236,"Italian Restaurant, Mediterranean Restaurant",523,0.9454892300297414
Diamond Lil,40.72226,-73.93889,"179 Nassau Ave (Diamond Street), Brooklyn, NY 11222",13009,"Cocktail Bar, Restaurant",693,0.9535954977418611
Anthony & Son Panini Shoppe,40.72226,-73.93889,"433 Graham Ave (btw Withers and Frost), Brooklyn, NY 11211",13039,"Deli, Italian Restaurant, Sandwich Spot",692,0.9764021990566888
Taste of Heaven,40.72226,-73.93889,"251 Jackson St, Brooklyn, NY 11211",13344,Southern Food Restaurant,609,0.9808634001261753
Mcgolrick Park Dog Run,40.72226,-73.93889,"138 Driggs Ave (Russell Ave), Brooklyn, NY 11222",16033,Dog Park,401,0.9304082674918136
Milk & Pull,40.70068,-73.90742,"778 Seneca Ave (at Madison St), Ridgewood, NY 11385",13001,"Bagel Shop, Coffee Shop, Sandwich Spot",175,0.9763128890640297
While in Kathmandu,40.70068,-73.90742,"758 Seneca Ave (btwn Woodbine & Madison St), Ridgewood, NY 11385",13003,"Bar, Café, Himalayan Restaurant",172,0.9688379338583453
Cachapas y Mas,40.70068,-73.90742,"678 Seneca Ave, Ridgewood, NY 11385",13068,"American Restaurant, Sandwich Spot, Venezuelan Restaurant",273,0.9916938100721019
Irving Gourmet Deli,40.70068,-73.90742,"350 Irving Ave, Brooklyn, NY 11237",13039,"Deli, Sandwich Spot",545,0.9783248715714844
Evil Twin Brewing NYC,40.70068,-73.90742,"1616 George St (Wyckoff Ave.), Ridgewood, NY 11385",13003,"Bar, Brewery, Restaurant",563,0.9635980764612798
